"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-05",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-06",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-07",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-08",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-09",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-10",,,,,"0.01","0.4",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-11",,,,,"0.01","0.2",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-12",,,,,"0.06","0.9","3.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-13",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-14",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-15",,,,,"0.06","0.6","3.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-16",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-17",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-18",,,,,"0.01","0.2",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-19",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-20",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-21",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-22",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-23",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-24",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-25",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-26",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-27",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-28",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-29",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-30",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-01-31",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-01",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-02",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-03",,,,,"0.00",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-04",,,,,"0.54",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-05",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-06",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-07",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-08",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-09",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-10",,,,,"0.18","1.8","2.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-11",,,,,"0.17","2.8","5.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-12",,,,,"0.00","0.0","4.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-13",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-14",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-15",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-16",,,,,"0.25","2.3","3.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-17",,,,,"0.03","0.3","4.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-18",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-19",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-20",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-21",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-22",,,,,"0.03",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-23",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-24",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-25",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-26",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-27",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-28",,,,,"0.02","0.0","0.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-02-29",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-01",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-02",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-03",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-04",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-05",,,,,"0.04","1.0","1.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-06",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-07",,,,,"0.00",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-08",,,,,"0.08","0.8","1.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-09",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-10",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-11",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-12",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-13",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-14",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-15",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-16",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-17",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-18",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-19",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-20",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-21",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-22",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-23",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-24",,,,,"0.06",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-25",,,,,"0.00","0.0","0.0",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-26",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-27",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-28",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-29",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-30",,,,,"0.00",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-03-31",,,,,"0.20",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-01",,,,,"0.25","0.6","0.5",,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-02",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-03",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-04",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-05",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-06",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-07",,,,,"0.91","0.8",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-08",,,,,"0.04",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-09",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-10",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-11",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-12",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-13",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-14",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-15",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-16",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-17",,,,,"0.01",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-18",,,,,"0.19","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-19",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-20",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-21",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-22",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-23",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-24",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-25",,,,,"0.01",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-26",,,,,"0.46",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-27",,,,,"0.16",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-28",,,,,"0.19",,,,,,,,,,,,,
"US1NEBX0005","ALLIANCE 5.4 E, NE US","2024-04-29",,,,,"0.10",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-01",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-02",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-03",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-04",,,,,"0.00",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-25",,"   21","0.00",,,,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-26",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-27",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-28",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-29",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-30",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-01-31",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-01",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-02",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-03",,,,,"0.10",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-04",,,,,"0.35",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-05",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-06",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-07",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-08",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-09",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-10",,,,,"0.63","7.0","4.0",,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-11",,,,,"0.25","3.0","7.0",,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-12",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-13",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-16",,,,,"0.25","2.8",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-17",,,,,"0.05","0.7","3.3",,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-18",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-19",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-20",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-21",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-22",,,,,"0.00",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-23",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-24",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-25",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-26",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-27",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-28",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-02-29",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-01",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-02",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-03",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-04",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-05",,,,,"0.04",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-06",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-07",,,,,"0.00",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-08",,,,,"0.11",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-09",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-10",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-11",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-12",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-13",,,,,"0.00",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-14",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-15",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-16",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-17",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-18",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-19",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-20",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-21",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-22",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-23",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-24",,,,,"0.15",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-25",,,,,"0.00",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-26",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-27",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-28",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-29",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-30",,,,,"0.02",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-03-31",,,,,"0.31",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-01",,,,,"0.21",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-02",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-03",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-04",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-05",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-06",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-07",,,,,"0.81",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-08",,,,,"0.10",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-09",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-10",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-11",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-12",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-13",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-14",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-15",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-16",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-17",,,,,"0.04",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-18",,,,,"0.10",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-19",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-20",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-21",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-22",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-23",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-24",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-25",,,,,"0.06",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-26",,,,,"0.62",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-27",,,,,"0.24",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-28",,,,,"0.13",,,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-29",,,,,"0.00","0.0",,,,,,,,,,,,
"US1NEBX0007","ALLIANCE 10.1 SW, NE US","2024-04-30",,,,,"0.00",,,,,,,,,,,,,
